"unit_number";"proof_cut";"viscosity";"ink_temperature";"humifity";"roughness";"blade_pressure";"varnish_pct";"press_speed";"ink_pct";"solvent_pct";"ESA_Voltage";"ESA_Amperage";"wax";"hardener";"roller_durometer";"current_density";"anode_space_ratio";"chrome_content";"timestamp";"customer";"job_number";"grain_screened";"proof_on_ctd_ink";"paper_type";"ink_type";"solvent_type";"type_on_cylinder";"press_type";"press";"cylinder_size";"paper_mill_location";"plating_tank";"band_type"
9;45,6631066292019;54;17;94;0,25;26;0;1900;56,8;43,2;0;0;2,5;0,9;30;3;100;3;"19900811";"68";"34493";"2";"3";"2";"3";"1";"1";"4";"816";"4";"3";"1910";"noband"
2;45;40;16;89;0,625;22;0;1300;60;40;1;0;2,5;1;40;5;106,45;3;"19901211";"7";"38121";"3";"3";"4";"2";"1";"1";"4";"815";"2";"1";"1910";"band"
9;40;47;15;75;0,75;25;0;2100;61,1;38,9;0;0;2,4;1,1;33;5;96,9;3;"19900706";"6";"34583";"2";"3";"2";"1";"1";"2";"3";"827";"4";"1";"1911";"noband"
2;60;43;15,8;57;0,75;24;1,2;1480;58,1;40,7;0;0;1,4;1,7;33;5;103,12;3;"19910214";"45";"35794";"2";"3";"4";"1";"1";"2";"3";"827";"4";"3";"1911";"noband"
2;30;54;16,8;71;0,75;25;18;2000;45;36,9;0;0;2,5;0,9;35;3;106,9;3;"19900812";"52";"34175";"2";"3";"2";"1";"1";"2";"3";"821";"4";"3";"1910";"noband"
9;40;46;16,5;68;0,875;25;0;1700;58,8;41,2;0;0;1;1;33;5;103,125;3;"19910220";"64";"35870";"2";"2";"2";"1";"1";"1";"3";"824";"4";"1";"1911";"noband"
2;40;60;15;78;1;28;0;2380;60;40;3;0;2,5;1;30;5;106,66;3;"19910501";"27";"35458";"2";"3";"2";"1";"1";"1";"4";"816";"4";"1";"1910";"band"
2;40;60;15;80;0,625;50;0;1400;58,8;41,2;0;0;3;0,6;34;5;103,1;3;"19910807";"2";"24780";"2";"3";"4";"1";"1";"2";"1";"802";"2";"3";"1910";"noband"
2;40,9989966597622;48,4610851438344;15;80;0,5;30;4,53049512603413;2020;53,1123063891689;36,8758617540945;1,5501600385379;0,0249001713828724;2,9;0,5;31,5949246382475;5;110,3;3;"19930624";"48";"85741";"2";"3";"4";"3";"1";"2";"1";"816";"4";"3";"1911";"band"
9;50;41;15,7;80;1;43;0;1800;62,5;37,5;1;0;2,5;1,5;30;5;106,45;3;"19901214";"28";"34693";"2";"3";"2";"1";"1";"2";"3";"828";"4";"1";"1910";"noband"
2;45;45;15,1;75;0,625;20;15;1750;50;35;0;0;1,6;0,9;34;5;103,22;3;"19910320";"65";"25513";"3";"3";"4";"3";"1";"2";"3";"821";"4";"3";"1911";"noband"
2;45,5101701031774;66;15;82;0,8125;30;7;1900;58,1;34,9;5;0;2,5;0,9;30;5;103,125;3;"19910627";"69";"37502";"2";"3";"2";"1";"1";"1";"3";"824";"4";"1";"1910";"band"
2;60;53;16,5;88;0,75;55;22,1;1550;41;36,9;0;0;3;0,8;40;3;105,1;3;"19900727";"58";"36644";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1910";"noband"
2;50;43;17;87;0,8125;35;0;2300;58,8;41,2;0;0;1,3;0,7;30;5;103,22;3;"19910213";"59";"35752";"2";"3";"2";"1";"1";"2";"3";"824";"4";"3";"1910";"noband"
9;30;40;14;73;0,5625;30;0;1800;58,8;41,2;0;0;0;0;30;5;100;3;"19920205";"22";"34272";"3";"3";"2";"1";"1";"2";"3";"824";"4";"3";"1910";"band"
2;37;42;16;70;0,375;28;0;2400;58,8;41,2;3;0;3;0,8;30;5;106,45;3;"19901210";"63";"34556";"2";"3";"2";"1";"1";"2";"4";"816";"3";"1";"1910";"band"
2;37;70;14,9;64;0,75;28;3,4;1500;57,5;39,1;0;0;2,5;1;40;5;106,89;3;"19910603";"48";"37365";"2";"3";"4";"1";"1";"1";"3";"827";"4";"1";"1911";"noband"
2;44,0143193556057;52;16;75;0,3125;25;5,66037179932148;1500;53,0420406988703;36,74140395026;0,908765084269063;0,0586767461618122;2,5;0,6;34,1505333686095;5;109,1;3;"19930514";"53";"47403";"2";"3";"2";"1";"1";"2";"1";"816";"2";"3";"1911";"band"
7;40;50;14;70;0,75;45;0;1800;60,2;39,8;0;0;2,5;1;40;5;100;3;"19901121";"53";"47106";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1911";"band"
1;50;66;16;87;1;32,4266227606455;11,1;1530;55,6;33,3;0;0;2,5;1;34;5;100;3;"19910617";"36";"37990";"3";"3";"4";"3";"1";"2";"2";"813";"2";"3";"1910";"band"
9;55;54;15,8;79;0,5;30;12,4;1500;51,5;36,1;0;0;3;0,5;32;3;93,3;3;"19900730";"25";"23050";"3";"3";"4";"3";"1";"2";"4";"816";"2";"3";"1910";"noband"
10;50;64;16;86;0,75;34,0031390672525;0;1300;58,8;41,1;0;0;2,5;1;40;5;106,45;3;"19910707";"53";"47204";"3";"3";"2";"1";"1";"2";"2";"813";"2";"3";"1910";"band"
7;50;50;16,2;75;0,75;25;3,3;1850;54,9;41,8;2;0;2,7;0,9;40;3;100;3;"19900809";"65";"25433";"3";"3";"4";"3";"1";"2";"3";"821";"4";"3";"1910";"noband"
9;37;43;16;76;0,9375;28,4639369784669;0;2180;62,5;37,5;2;0;2,9;1,2;33;5;96,77;3;"19901102";"6";"34588";"2";"3";"2";"1";"1";"2";"4";"815";"4";"1";"1910";"band"
2;42;44;15;80;1,25;20;16,7;1300;49;34,3;0;0;2,5;0,2;40;5;110;3;"19910330";"8";"35534";"3";"3";"4";"3";"1";"1";"3";"827";"4";"3";"1910";"noband"
9;45;41;14,6;74;1;32;21;2300;47,6;31,4;4;0;2,5;1,1;35;5;96,77;3;"19901113";"48";"36167";"2";"3";"4";"1";"1";"2";"3";"828";"4";"4";"1910";"noband"
2;40;62;16,1;82;0,812;30;5,7;1800;56,8;37,5;10;0;0,7;0,5;30;5;106,5;3;"19910903";"64";"35874";"2";"2";"2";"1";"1";"1";"3";"824";"4";"3";"1910";"noband"
7;45;50;14,5;70;0,75;42;5,3;1700;52,6;42,1;0;0;3;0,8;40;7;100;3;"19900810";"62";"36776";"3";"3";"4";"3";"3";"2";"1";"802";"2";"3";"1910";"noband"
2;45;54;15,5;76;0,8125;30;5,6;2250;55,6;38,9;2;0;2,5;1,3;30;5;106,45;3;"19910605";"27";"35460";"2";"3";"2";"1";"1";"2";"3";"824";"4";"1";"1910";"noband"
9;50;67;14,5;86;0,75;22;6,69961065502399;1300;56,5964935273747;39,1537440986569;0,598212518970912;0,082251686118928;2,5;2;37,948089102216;5;102,77;3;"19920709";"53";"47304";"3";"3";"4";"3";"1";"2";"4";"815";"2";"3";"1911";"band"
1;50;48;13;80;1;30,2444507292749;18,9;1700;47,2;34;0;0;2,7;0,6;40;2;100;3;"19900511";"53";"47103";"3";"3";"4";"3";"1";"2";"2";"813";"2";"3";"1910";"band"
9;50;46;16,5;75;0,75;28;0;2600;62,5;37,5;6;0;2,5;1,1;30;5;106,67;3;"19910111";"59";"35751";"2";"3";"2";"1";"1";"2";"3";"827";"4";"1";"1911";"noband"
2;47;41;16,5;72;0,75;20;14,1;1300;50,5;35,4;4;0;2,5;1;50;5;96,97;3;"19910223";"8";"37335";"3";"3";"4";"3";"1";"2";"3";"827";"4";"3";"1911";"band"
9;65;60;14,5;80;0,25;38;15,8;1900;49,5;34,6;0;0;2,9;0,7;40;5;103,3;3;"19900915";"53";"47105";"3";"3";"4";"3";"1";"2";"4";"816";"2";"3";"1910";"noband"
9;47;68;16;80;0,75;30;0;2250;52,1;47,9;0;0;1,5;0,75;35;5;106,45;3;"19910604";"48";"37365";"2";"3";"4";"1";"1";"2";"3";"828";"4";"4";"1910";"noband"
2;40;54;22,2;77;0,625;32;6,25;1000;56,25;37,5;0;0;3;1,2;40;5;106,45;3;"19901215";"25";"35525";"3";"3";"4";"3";"1";"2";"4";"815";"2";"3";"1910";"band"
5;60;48;16;72;1;30,0173538285561;15,2;1600;44,6;40,2;0;4;2,1;0,7;40;5;96,97;1;"19900924";"53";"47105";"3";"3";"4";"3";"1";"2";"2";"813";"2";"3";"1911";"noband"
1;47;49;15;84;0,75;28;2,2;1600;54,3;43,5;0;0;3;0,9;34;1;108,1;3;"19900830";"30";"38061";"3";"3";"4";"3";"3";"2";"4";"815";"3";"3";"1911";"band"
1;35;44;15,5;100;0,875;30;0;2200;53,2;46,8;0;0;0;0;30;5;100;3;"19910404";"70";"37081";"2";"2";"2";"1";"1";"2";"3";"828";"4";"1";"1911";"band"
2;42,2644775511383;47;15;85;0,5;24;5,40003103760202;1470;51,1095148206711;35,4068544006491;0,906112921665012;0,0549282781527141;1,8;1,7;32,7825602402261;5;96,9;3;"19921001";"11";"36054";"2";"3";"3";"3";"1";"2";"1";"816";"2";"3";"1911";"band"
2;41,7477615822507;46;16,4;76;1;34;4,79663650090283;1903;53,1668809946348;36,8940304514852;1,4045709080473;0,0327089694904649;1,5;2,3;32,2253327892837;5;108;3;"19941010";"48";"85814";"2";"3";"3";"3";"1";"2";"3";"828";"4";"3";"1910";"band"
2;50;56;14,3;105;0,75;70;0;1600;55,5;44,5;0;0;3;1;45;3;100;3;"19900602";"54";"36859";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1910";"band"
7;42;58;16;78;0,5;25;0;1800;58,8;41,2;5;0;2,5;1;34;5;103,125;3;"19910718";"65";"25530";"3";"3";"4";"3";"1";"2";"3";"821";"4";"3";"1910";"noband"
2;40;68;14,8;90;1;30;0;1440;58,8;41,2;0;0;2,5;1;40;5;103,13;3;"19910809";"5";"39200";"3";"3";"4";"3";"1";"1";"4";"815";"2";"3";"1910";"band"
9;52;54;16;82;0,875;22;15,8;900;49,5;34,7;0;0;2,5;1;50;5;96,7;3;"19900518";"7";"34402";"3";"3";"4";"3";"3";"2";"4";"815";"2";"3";"1911";"band"
7;50;46;14,6;60;0,625;25;10,5;1750;52,6;36,8;2;0;2,4;0,8;28;5;96,97;3;"19910220";"65";"25509";"3";"3";"4";"3";"1";"2";"3";"821";"4";"3";"1911";"band"
2;50;45;16;70;0,8125;30;0;2400;58,8;41,2;0;0;1,7;1;30;5;107,4;3;"19910130";"21";"37571";"2";"3";"2";"1";"2";"1";"3";"824";"4";"1";"1911";"noband"
