"timestamp";"customer";"job_number";"grain_screened";"proof_on_ctd_ink";"paper_type";"ink_type";"solvent_type";"type_on_cylinder";"press_type";"press";"unit_number";"cylinder_size";"paper_mill_location";"plating_tank";"proof_cut";"viscosity";"ink_temperature";"humifity";"roughness";"blade_pressure";"varnish_pct";"press_speed";"ink_pct";"solvent_pct";"ESA_Voltage";"ESA_Amperage";"wax";"hardener";"roller_durometer";"current_density";"anode_space_ratio";"chrome_content";"band_type"
"19900730";"25";"23050";"3";"3";"4";"3";"1";"2";"4";"816";9;"2";"3";"1910";55;54;15,8;79;0,5;30;12,4;1500;51,5;36,1;0;0;3;0,5;32;3;93,3;3;"noband"
"19910707";"53";"47204";"3";"3";"2";"1";"1";"2";"2";"813";10;"2";"1";"1910";50;64;16;86;0,75;16;0;1300;58,8;41,1;0;0;2,5;1;40;5;106,45;3;"band"
"19900809";"65";"25433";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"3";"1910";50;50;16,2;75;0,75;25;3,3;1850;54,9;41,8;2;0;2,7;0,9;40;3;100;3;"noband"
"19901102";"6";"34588";"2";"3";"2";"1";"1";"2";"4";"815";9;"4";"1";"1910";37;43;16;76;0,9375;20;0;2180;62,5;37,5;2;0;2,9;1,2;33;5;96,77;3;"band"
"19910330";"8";"35534";"3";"3";"4";"3";"1";"1";"3";"827";2;"4";"3";"1910";42;44;15;80;1,25;20;16,7;1300;49;34,3;0;0;2,5;0,2;40;5;110;3;"noband"
"19901113";"48";"36167";"2";"3";"4";"1";"1";"2";"3";"828";9;"4";"4";"1910";45;41;14,6;74;1;32;21;2300;47,6;31,4;4;0;2,5;1,1;35;5;96,77;3;"noband"
"19910903";"64";"35874";"2";"2";"2";"1";"1";"1";"3";"824";2;"4";"1";"1910";40;62;16,1;82;0,812;30;5,7;1800;56,8;37,5;10;0;0,7;0,5;30;5;106,5;3;"noband"
"19900810";"62";"36776";"3";"3";"4";"3";"3";"2";"1";"802";7;"2";"3";"1910";45;50;14,5;70;0,75;42;5,3;1700;52,6;42,1;0;0;3;0,8;40;7;100;3;"noband"
"19910605";"27";"35460";"2";"3";"2";"1";"1";"2";"3";"824";2;"4";"1";"1910";45;54;15,5;76;0,8125;30;5,6;2250;55,6;38,9;2;0;2,5;1,3;30;5;106,45;3;"noband"
"19920709";"53";"47304";"3";"3";"4";"3";"3";"2";"4";"815";9;"2";"1";"1911";50;67;14,5;86;0,75;22;35,8;1300;41;34,6;0;4;2,5;2;60;5;102,77;3;"band"
"19900511";"53";"47103";"3";"3";"4";"3";"1";"2";"2";"813";1;"2";"3";"1910";50;48;13;80;1;18;18,9;1700;47,2;34;0;0;2,7;0,6;40;2;100;3;"band"
"19910111";"59";"35751";"2";"3";"2";"1";"1";"2";"3";"827";9;"4";"1";"1911";50;46;16,5;75;0,75;28;0;2600;62,5;37,5;6;0;2,5;1,1;30;5;106,67;3;"noband"
"19910223";"8";"37335";"3";"3";"4";"3";"1";"2";"3";"827";2;"4";"3";"1911";47;41;16,5;72;0,75;20;14,1;1300;50,5;35,4;4;0;2,5;1;50;5;96,97;3;"band"
"19900915";"53";"47105";"3";"3";"4";"3";"1";"2";"4";"816";9;"2";"3";"1910";65;60;14,5;80;0,25;38;15,8;1900;49,5;34,6;0;0;2,9;0,7;40;5;103,3;3;"noband"
"19910604";"48";"37365";"2";"3";"4";"1";"1";"2";"3";"828";9;"4";"4";"1910";47;68;16;80;0,75;30;0;2250;52,1;47,9;0;0;1,5;0,75;35;5;106,45;3;"noband"
"19901215";"25";"35525";"3";"3";"4";"3";"1";"2";"4";"815";2;"2";"3";"1910";40;54;22,2;77;0,625;32;6,25;1000;56,25;37,5;0;0;3;1,2;40;5;106,45;3;"band"
"19900924";"53";"47105";"3";"3";"4";"3";"1";"2";"2";"813";5;"2";"3";"1911";60;48;16;72;1;20;15,2;1600;44,6;40,2;0;4;2,1;0,7;40;5;96,97;1;"noband"
"19900830";"30";"38061";"3";"3";"4";"3";"3";"1";"4";"815";1;"3";"3";"1911";47;49;15;84;0,75;28;2,2;1600;54,3;43,5;0;0;3;0,9;34;1;108,1;3;"band"
"19910404";"70";"37081";"2";"2";"2";"1";"1";"2";"3";"828";1;"4";"1";"1911";35;44;15,5;100;0,875;30;0;2200;53,2;46,8;0;0;0;0;30;5;100;3;"band"
"19921001";"11";"36054";"2";"3";"3";"3";"3";"2";"1";"816";2;"2";"1";"1911";65;47;15;85;0,5;24;35,8;1470;41,7;22,5;1;4;1,8;1,7;50;5;96,9;3;"band"
"19941010";"48";"85814";"2";"3";"3";"3";"3";"1";"3";"828";2;"4";"1";"1910";67;46;16,4;76;1;34;22;1903;41,7;28,6;0;0;1,5;2,3;60;5;108;3;"band"
"19900602";"54";"36859";"3";"3";"4";"3";"1";"1";"1";"802";2;"2";"3";"1910";50;56;14,3;105;0,75;70;0;1600;55,5;44,5;0;0;3;1;45;3;100;3;"band"
"19910718";"65";"25530";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"1";"1910";42;58;16;78;0,5;25;0;1800;58,8;41,2;5;0;2,5;1;34;5;103,125;3;"noband"
"19910809";"5";"39200";"3";"3";"4";"3";"1";"1";"4";"815";2;"2";"1";"1910";40;68;14,8;90;1;30;0;1440;58,8;41,2;0;0;2,5;1;40;5;103,13;3;"band"
"19900518";"7";"34402";"3";"3";"4";"3";"3";"2";"4";"815";9;"2";"3";"1911";52;54;16;82;0,875;22;15,8;900;49,5;34,7;0;0;2,5;1;50;5;96,7;3;"band"
"19910220";"65";"25509";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"3";"1911";50;46;14,6;60;0,625;25;10,5;1750;52,6;36,8;2;0;2,4;0,8;28;5;96,97;3;"band"
"19910130";"21";"37571";"2";"3";"2";"1";"2";"1";"3";"824";2;"4";"1";"1911";50;45;16;70;0,8125;30;0;2400;58,8;41,2;0;0;1,7;1;30;5;107,4;3;"noband"
